ID,GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,CIUDAD,D_Marzo,D_Abril,D_Mayo,D_Junio,D_Julio,D_Agosto,D_Septiembre,M_MOROSO,MONTO,SEGURO,FUGA,P_FUGA,FUGA_PRIMA
2841,F,6173898.0,39,TEC,VIU,34,29.0,LA SERENA,0,249190,0,95891,75,18698,0,1.0,3100000,NO,0.0,0.009442263282835484,0
2842,F,36380.0,48,TEC,SEP,16,88.0,SANTIAGO,0,1225350,0,0,660,0,0,1.0,6600000,SI,0.0,0.024441029876470566,0
2843,M,314864.0,41,UNV,CAS,148,92.0,SANTIAGO,0,1142375,0,0,17,0,303,1.0,8000000,NO,1.0,0.8701069355010986,1
2844,M,28708.0,40,MED,CAS,55,90.0,SANTIAGO,0,133461,0,53733,0,0,220,1.0,3000000,NO,1.0,0.7544949650764465,1
2845,F,45313.0,40,UNV,CAS,52,118.0,SANTIAGO,0,369,0,181597,2581,0,39,3.0,4500000,SI,1.0,0.946338951587677,1
2846,M,247921.0,52,,CAS,61,90.0,SANTIAGO,1161278,0,0,122609,133,0,360,2.0,2400000,NO,,,0
2847,F,33125.0,61,TEC,SOL,90,86.0,SANTIAGO,0,1231821,0,0,0,0,2268,0.0,8000000,SI,0.0,0.0012641401262953877,0
2848,F,356874.0,49,MED,CAS,90,92.0,SANTIAGO,0,502944,0,0,10,30758,10,1.0,2900000,NO,1.0,0.6268392205238342,1
2849,F,149512.0,49,UNV,CAS,138,1.0,ARICA,0,17393,0,74488,72,0,187,1.0,1600000,NO,1.0,0.9556763768196106,1
2850,M,769253.0,50,MED,CAS,31,119.0,SANTIAGO,0,3857,0,0,1004,0,0,3.0,3200000,NO,1.0,0.936133086681366,1
2851,M,1702495.0,46,UNV,SOL,31,119.0,SANTIAGO,3643151,954023,0,2378934,1013,11498,76283,3.0,1600000,NO,1.0,0.9806884527206421,1
2852,M,2160833.0,41,UNV,CAS,60,291.0,PUERTO MONTT,0,115298,0,2205660,255,2722,3077,3.0,7700000,SI,1.0,0.7054952383041382,1
2853,M,6616409.0,42,UNV,CAS,90,89.0,SANTIAGO,84754,446830,0,74783,352,3702,257,3.0,1800000,SI,1.0,0.989879846572876,1
2854,M,726555.0,55,UNV,SOL,138,1.0,ARICA,0,388799,0,0,18,0,0,1.0,3000000,NO,1.0,0.8210346698760986,1
2855,M,38756.0,44,MED,CAS,138,1.0,ARICA,0,187207,95545,0,6,0,348,1.0,1800000,SI,1.0,0.8401352167129517,1
2856,F,3584666.0,35,TEC,VIU,90,5.0,IQUIQUE,0,421958,0,8428,1,14953,295,1.0,6600000,NO,0.0,0.010404154658317566,0
2857,M,28027.0,48,MED,CAS,55,90.0,SANTIAGO,0,187821,0,0,244,0,0,1.0,5600000,NO,1.0,0.9820225834846497,1
2858,M,111765.0,35,MED,CAS,90,,,0,0,0,0,552,17070,0,1.0,1200000,NO,0.0,0.06527113914489746,1
2859,F,464648.0,54,MED,VIU,16,89.0,SANTIAGO,0,609462,0,0,22,0,0,1.0,1300000,SI,0.0,0.3377489745616913,1
2860,F,191106.0,44,,CAS,138,1.0,ARICA,1487158,56455,0,474677,904,0,419,1.0,1500000,SI,,,0
2861,F,5156257.0,40,TEC,VIU,25,93.0,SANTIAGO,0,243955,0,0,0,6893,0,0.0,2600000,NO,0.0,0.0024764463305473328,0
2862,M,283069.0,46,UNV,SOL,35,106.0,SANTIAGO,0,13514,0,0,0,0,881,1.0,2300000,NO,1.0,0.8360285758972168,1
2863,M,1975672.0,44,UNV,CAS,118,80.0,SANTIAGO,0,47227,0,6816,0,1473,11764,1.0,4500000,NO,1.0,0.9792089462280273,1
2864,M,2667159.0,41,UNV,CAS,55,90.0,SANTIAGO,727129,0,0,139090,214,0,216,1.0,2100000,NO,1.0,0.9722638726234436,1
2865,F,404948.0,27,TEC,CAS,47,131.0,RANCAGUA,0,11850,0,21238,25,0,27,1.0,2000000,NO,0.0,0.21154500544071198,1
2866,F,262299.0,49,UNV,SOL,138,1.0,ARICA,0,41720,0,101381,71,0,26,1.0,1900000,NO,1.0,0.9431343078613281,1
2867,F,46545.0,59,TEC,SOL,61,284.0,OSORNO,0,102829,0,0,23,0,204,1.0,1700000,SI,0.0,0.005456160753965378,0
2868,M,1666931.0,40,UNV,CAS,55,90.0,SANTIAGO,0,561517,0,0,379,0,0,1.0,1600000,NO,1.0,0.958441436290741,1
2869,F,3500051.0,37,TEC,SOL,90,90.0,SANTIAGO,757913,597600,0,17289,501,0,1313,1.0,3300000,NO,0.0,0.007267238572239876,0
2870,M,550183.0,41,UNV,VIU,138,1.0,ARICA,0,102779,0,802818,45,0,258,1.0,3700000,NO,1.0,0.7830389142036438,1
2871,F,19297.0,58,TEC,SOL,51,86.0,SANTIAGO,0,3579,0,461343,150,0,224,1.0,4600000,SI,0.0,0.004747652914375067,0
2872,F,29570.0,50,MED,SOL,65,77.0,EL QUISCO,0,9984,0,154784,841,0,1172,1.0,6600000,SI,0.0,0.028553098440170288,0
2873,M,437965.0,27,UNV,CAS,151,227.0,TALCAHUANO,0,8574,0,246551,0,4593,113,0.0,1600000,NO,0.0,0.00684599531814456,0
2874,M,494343.0,37,TEC,CAS,79,131.0,RANCAGUA,14933,836705,0,78232,460,7674,1428,1.0,4100000,NO,0.0,0.02350880205631256,0
2875,M,585313.0,41,UNV,CAS,63,300.0,CASTRO,0,688368,0,0,5,0,0,1.0,1800000,NO,1.0,0.7607299089431763,1
2876,M,3125857.0,45,UNV,CAS,55,90.0,SANTIAGO,950703,250408,0,0,801,0,25668,1.0,6100000,NO,1.0,0.9694040417671204,1
2877,M,28930.0,40,UNV,CAS,118,111.0,SANTIAGO,0,236557,0,45001,0,0,45,1.0,1800000,NO,1.0,0.9339880347251892,1
2878,M,455582.0,39,MED,CAS,125,89.0,SANTIAGO,0,153598,0,116325,148,0,142,2.0,1100000,NO,0.0,0.054072678089141846,1
2879,F,100905.0,47,UNV,CAS,81,59.0,QUILLOTA,0,0,0,0,0,15636,0,0.0,2600000,NO,0.0,0.008567803539335728,0
2880,F,287485.0,47,UNV,SOL,84,88.0,SANTIAGO,0,6524,0,577959,35,0,145,1.0,1900000,NO,1.0,0.9455888271331787,1
2881,F,1236968.0,36,UNV,SOL,84,80.0,SANTIAGO,0,745386,0,0,15,0,0,1.0,6200000,NO,0.0,0.021069074049592018,0
2882,M,3119315.0,42,MED,CAS,20,510.0,SANTIAGO,0,29395,0,17049,65,0,46,1.0,2400000,SI,1.0,0.9116060733795166,1
2883,F,1342379.0,39,TEC,SOL,90,93.0,SANTIAGO,0,20636,0,202509,369,845,172,1.0,1700000,NO,0.0,0.006663781125098467,0
2884,M,399627.0,51,UNV,CAS,82,108.0,SANTIAGO,0,100334,0,5960,96,0,863,1.0,2600000,NO,1.0,0.937276303768158,1
2885,F,303508.0,50,TEC,CAS,122,99.0,SANTIAGO,0,227469,0,0,683,0,0,1.0,1400000,NO,1.0,0.6155849099159241,1
2886,F,507968.0,53,MED,CAS,80,84.0,SANTIAGO,2523221,69498,2943839,251292,2999,0,324,1.0,600000,NO,0.0,0.42636242508888245,1
2887,M,651515.0,49,UNV,CAS,138,1.0,ARICA,0,62930,0,22266,5,0,33,1.0,6200000,NO,1.0,0.8703771829605103,1
2888,M,1091289.0,53,MED,CAS,27,226.0,CONCEPCION,0,867918,0,117928,78,0,41,1.0,8000000,NO,1.0,0.5120484232902527,1
2889,M,362131.0,43,MED,CAS,10,5.0,IQUIQUE,0,49861,0,0,0,0,135,0.0,1400000,NO,0.0,0.008161233738064766,0
2890,M,2684491.0,44,UNV,CAS,55,90.0,SANTIAGO,0,172520,0,0,8,0,0,1.0,2400000,NO,1.0,0.9756139516830444,1
2891,M,550576.0,54,TEC,CAS,152,84.0,SANTIAGO,0,0,0,125304,8,29764,1376,1.0,4200000,NO,1.0,0.8995525240898132,1
2892,F,38148.0,42,TEC,SOL,103,115.0,SANTIAGO,0,116425,0,213052,15,4603,207,1.0,3500000,SI,0.0,0.021681372076272964,0
2893,M,1707167.0,52,UNV,CAS,43,67.0,VINA DEL MAR,0,439012,0,518577,5,14814,679,1.0,8000000,NO,1.0,0.6705953478813171,1
2894,F,2352154.0,30,TEC,CAS,90,,,0,0,0,0,0,6703,0,0.0,2700000,NO,0.0,0.002000371692702174,0
2895,F,66205.0,43,,SOL,61,284.0,OSORNO,0,376051,0,84426,3451,0,2975,1.0,8000000,SI,,,0
2896,F,29754.0,50,TEC,SOL,40,90.0,SANTIAGO,0,40651,0,274560,808,0,1100,1.0,4200000,SI,0.0,0.07031945139169693,1
2897,M,377.0,43,MED,CAS,138,1.0,ARICA,0,219711,0,59098,240,0,189,1.0,2100000,SI,1.0,0.8939834833145142,1
2898,M,1491993.0,45,MED,CAS,138,1.0,ARICA,275449,395234,0,1346373,1817,12495,1714,1.0,4600000,NO,1.0,0.8247795701026917,1
2899,M,424314.0,27,UNV,SOL,126,80.0,SANTIAGO,0,161774,0,11342,100,0,0,1.0,1800000,SI,1.0,0.8001703023910522,1
2900,M,220684.0,33,TEC,CAS,52,80.0,SANTIAGO,426673,17605,0,0,1256,7775,40,2.0,2900000,SI,0.0,0.2643624544143677,1
2901,M,633340.0,50,MED,CAS,90,88.0,SANTIAGO,0,770594,0,169257,357,6352,547,1.0,1300000,NO,1.0,0.8537536859512329,1
2902,F,1045585.0,48,MED,CAS,52,86.0,SANTIAGO,0,741820,0,0,365,0,0,1.0,8000000,NO,0.0,0.039450276643037796,0
2903,M,1029632.0,37,TEC,CAS,52,86.0,SANTIAGO,0,836154,0,0,0,31107,0,0.0,8000000,NO,0.0,0.0038297190330922604,0
2904,M,277409.0,30,UNV,CAS,90,90.0,SANTIAGO,0,19170,0,652370,192,0,1653,3.0,3200000,NO,1.0,0.5821827054023743,1
2905,F,599877.0,60,TEC,SOL,108,99.0,SANTIAGO,0,113626,0,0,19,0,0,1.0,2000000,NO,0.0,0.055054619908332825,1
2906,M,751067.0,43,MED,CAS,138,1.0,ARICA,0,14772,0,872090,894,0,209,2.0,6500000,NO,0.0,0.33766207098960876,1
2907,M,1061776.0,41,UNV,CAS,120,88.0,SANTIAGO,0,7170,0,1234,8,0,49,1.0,1700000,NO,1.0,0.960211992263794,1
2908,M,375446.0,53,MED,CAS,146,90.0,SANTIAGO,0,480950,0,21355,252,12102,0,1.0,1100000,NO,1.0,0.8813531398773193,1
2909,M,6093.0,47,UNV,CAS,55,90.0,SANTIAGO,0,258032,0,1687315,10,0,18180,2.0,3700000,NO,1.0,0.9920101165771484,1
2910,M,989441.0,44,UNV,CAS,93,93.0,SANTIAGO,0,372099,0,92063,1191,0,45,2.0,3300000,NO,1.0,0.9757306575775146,1
2911,M,12920.0,45,UNV,CAS,55,90.0,SANTIAGO,0,93427,0,269696,3,0,491,1.0,2000000,NO,1.0,0.9906496405601501,1
2912,F,765111.0,50,TEC,SOL,79,148.0,SAN FERNANDO,15292,197950,0,0,367,0,13,1.0,2700000,NO,0.0,0.37670016288757324,1
2913,M,323589.0,24,UNV,SOL,82,88.0,SANTIAGO,0,241072,0,0,5,0,102,1.0,1700000,NO,1.0,0.6563894748687744,1
2914,M,784748.0,49,UNV,CAS,103,93.0,SANTIAGO,0,74645,0,0,3080,7514,31,3.0,3400000,NO,1.0,0.9567420482635498,1
2915,M,305473.0,49,UNV,SOL,138,1.0,ARICA,0,29251,0,7784,2293,575,4,2.0,550000,NO,1.0,0.8964571952819824,1
2916,M,31093.0,40,UNV,CAS,29,510.0,SANTIAGO,0,630088,0,0,2490,0,0,1.0,1300000,NO,1.0,0.9241257309913635,1
2917,M,1257017.0,52,TEC,CAS,27,226.0,CONCEPCION,407108,25062,0,890487,1382,0,37,2.0,8000000,NO,0.0,0.48175549507141113,1
2918,F,671309.0,48,MED,CAS,74,272.0,VALDIVIA,0,8725,0,871825,80,0,723,1.0,2600000,NO,0.0,0.3174048364162445,1
2919,M,682462.0,49,MED,CAS,40,60.0,LA CRUZ,0,671833,0,204433,357,0,1891,1.0,8000000,NO,0.0,0.44847244024276733,1
2920,F,289815.0,50,MED,SOL,84,80.0,SANTIAGO,0,66057,0,242007,30,0,211,2.0,1700000,NO,1.0,0.5264240503311157,1
2921,M,2445964.0,43,MED,SOL,10,5.0,IQUIQUE,0,665982,0,0,69,3749,0,1.0,8000000,NO,0.0,0.26616212725639343,1
2922,F,4006615.0,30,TEC,SOL,85,88.0,SANTIAGO,186048,157107,0,4572,467,0,4,1.0,1600000,NO,0.0,0.01282856147736311,0
2923,F,339568.0,51,MED,CAS,16,89.0,SANTIAGO,0,11540,0,0,705,0,0,2.0,3100000,NO,1.0,0.6406210064888,1
2924,M,263065.0,46,MED,CAS,138,1.0,ARICA,0,56066,0,53131,445,0,6,3.0,1200000,NO,1.0,0.9013848304748535,1
2925,M,44593.0,53,MED,CAS,30,85.0,SANTIAGO,0,333836,0,422347,0,29220,1672,1.0,8000000,NO,1.0,0.9582096338272095,1
2926,M,146443.0,46,MED,CAS,138,1.0,ARICA,0,243026,0,1311218,2561,0,404,2.0,800000,NO,1.0,0.8043503165245056,1
2927,M,1527748.0,43,UNV,CAS,55,90.0,SANTIAGO,0,41790,0,0,0,12761,0,1.0,7200000,NO,1.0,0.7259639501571655,1
2928,M,57083.0,44,UNV,CAS,55,90.0,SANTIAGO,0,86015,0,842351,224,0,31794,2.0,4600000,SI,1.0,0.9892299771308899,1
2929,F,403227.0,34,TEC,CAS,14,85.0,SANTIAGO,0,0,0,0,0,0,0,0.0,2400000,NO,0.0,0.0027833366766572,0
2930,M,80570.0,45,UNV,CAS,55,90.0,SANTIAGO,0,143360,497553,0,0,0,0,1.0,2600000,NO,1.0,0.9892836809158325,1
2931,M,4412.0,51,MED,CAS,108,105.0,SANTIAGO,0,316522,0,53077,10,6488,69,3.0,1600000,NO,1.0,0.9813171625137329,1
2932,M,2381258.0,41,UNV,CAS,55,90.0,SANTIAGO,1356772,55663,0,627954,1654,10342,0,3.0,1900000,NO,1.0,0.975387454032898,1
2933,F,2474652.0,34,TEC,VIU,24,87.0,SANTIAGO,0,121345,0,1596495,37,0,2442,1.0,7200000,NO,0.0,0.002704732585698366,0
2934,F,5040563.0,38,TEC,VIU,138,112.0,SANTIAGO,0,813276,0,0,0,0,0,0.0,8000000,NO,0.0,0.0012636375613510609,0
2935,F,2734393.0,36,TEC,SOL,17,103.0,SANTIAGO,0,818080,0,1888678,3505,0,2761,3.0,1000000,NO,0.0,0.019681895151734352,0
2936,F,468.0,46,TEC,SOL,122,85.0,SANTIAGO,0,171723,0,207748,114,0,55,1.0,1900000,SI,0.0,0.043371569365262985,1
2937,M,723251.0,45,MED,CAS,90,106.0,SANTIAGO,434626,135337,0,0,580,0,0,2.0,1400000,NO,1.0,0.9003125429153442,1
2938,F,223094.0,40,UNV,SOL,138,1.0,ARICA,0,0,0,199752,0,0,778,1.0,2600000,SI,1.0,0.5743017792701721,1
2939,M,313382.0,53,TEC,SOL,81,59.0,QUILLOTA,0,0,0,0,247,30116,21280,2.0,1600000,NO,1.0,0.6629077792167664,1
2940,M,136313.0,52,MED,SOL,31,119.0,SANTIAGO,0,127837,0,2215953,2,0,1620,1.0,7300000,SI,1.0,0.8313437104225159,1
2941,F,3707197.0,33,TEC,SOL,10,5.0,IQUIQUE,0,320390,0,0,0,10978,0,0.0,1500000,NO,0.0,0.002271042438223958,0
2942,M,624825.0,48,UNV,SOL,138,1.0,ARICA,0,199049,0,106222,162,0,0,1.0,2600000,NO,1.0,0.8398249745368958,1
2943,F,75511.0,28,MED,SOL,138,1.0,ARICA,0,118289,0,8378,103,0,0,1.0,1700000,NO,0.0,0.02508903667330742,0
2944,F,23850.0,38,MED,SOL,108,5.0,IQUIQUE,0,56271,0,0,112,0,0,1.0,4000000,SI,0.0,0.004544767551124096,0
2945,M,567912.0,47,UNV,CAS,138,1.0,ARICA,0,1935654,0,722027,0,17612,0,1.0,8000000,NO,1.0,0.7659716010093689,1
2946,M,202526.0,52,UNV,CAS,63,93.0,SANTIAGO,0,45421,0,65258,2122,0,60,2.0,1700000,NO,1.0,0.9485925436019897,1
2947,M,1281855.0,43,UNV,CAS,55,90.0,SANTIAGO,0,39571,0,71712,283,15522,380,1.0,1200000,NO,1.0,0.9770695567131042,1
2948,F,69670.0,42,TEC,SOL,88,67.0,VINA DEL MAR,0,172607,0,561874,6328,33072,839,1.0,6400000,SI,0.0,0.04847567528486252,1
2949,F,151037.0,45,MED,CAS,74,92.0,SANTIAGO,0,52624,0,354855,22,19698,58,1.0,1400000,NO,0.0,0.3282580077648163,1
2950,M,920799.0,53,UNV,CAS,31,119.0,SANTIAGO,74445,263181,0,59746,1070,0,108,3.0,1000000,SI,1.0,0.9847628474235535,1
2951,F,447514.0,36,MED,CAS,88,67.0,VINA DEL MAR,0,175156,0,0,0,0,4,0.0,4200000,NO,0.0,0.0032472475431859493,0
2952,M,400372.0,55,UNV,SOL,68,226.0,CONCEPCION,0,66034,0,0,0,2507,0,0.0,1800000,NO,0.0,0.007004753686487675,0
2953,M,289811.0,36,UNV,CAS,108,90.0,SANTIAGO,0,139807,0,3214,0,0,111,0.0,1400000,SI,0.0,0.005403249524533749,0
2954,F,27693.0,29,UNV,CAS,16,91.0,SANTIAGO,0,1961,0,136002,61,0,76,1.0,1800000,NO,0.0,0.21626245975494385,1
2955,F,2007806.0,38,TEC,CAS,84,85.0,SANTIAGO,0,108161,0,0,4,40757,0,1.0,8000000,NO,0.0,0.0036764475516974926,0
2956,M,50244.0,51,UNV,SEP,55,90.0,SANTIAGO,287136,0,0,0,162,0,0,1.0,2000000,SI,1.0,0.9832514524459839,1
2957,F,404273.0,45,UNV,CAS,31,119.0,SANTIAGO,1060892,5986,0,93053,1784,0,323,1.0,1900000,NO,1.0,0.9578341245651245,1
2958,F,2410060.0,49,MED,VIU,45,86.0,SANTIAGO,0,0,0,0,0,0,165348,0.0,8000000,NO,0.0,0.0036215733271092176,0
2959,M,25858.0,52,UNV,CAS,55,90.0,SANTIAGO,1272876,0,0,702214,2104,0,1002,1.0,500000,NO,1.0,0.9790987968444824,1
2960,M,430277.0,48,UNV,CAS,31,92.0,SANTIAGO,0,249867,3402313,48026,2736,6038,9262,2.0,1900000,NO,1.0,0.9735004901885986,1
2961,M,286.0,52,UNV,CAS,27,226.0,CONCEPCION,0,6813,0,283612,0,0,897,1.0,2500000,NO,1.0,0.9489634037017822,1
2962,M,998642.0,38,MED,SEP,63,300.0,CASTRO,3087143,518299,0,934551,2864,0,0,1.0,7400000,NO,0.0,0.015207083895802498,0
2963,M,212241.0,48,MED,CAS,40,105.0,SANTIAGO,0,65163,0,24858,0,4392,30,1.0,1800000,NO,1.0,0.9146217703819275,1
2964,F,6292803.0,39,TEC,SOL,22,1.0,ARICA,614654,263480,0,137835,1226,0,0,1.0,550000,NO,0.0,0.02097938396036625,0
2965,F,584605.0,120,MED,CAS,51,88.0,SANTIAGO,0,124557,0,0,63,18629,0,1.0,3700000,NO,,,0
2966,M,220137.0,42,MED,CAS,92,82.0,SANTIAGO,0,0,0,62156,61,0,4850,1.0,2800000,NO,1.0,0.7870005369186401,1
2967,F,77425.0,56,TEC,SOL,22,1.0,ARICA,0,0,0,0,502,145,0,1.0,1100000,SI,0.0,0.006599092856049538,0
2968,F,776201.0,29,TEC,CAS,93,80.0,SANTIAGO,0,0,0,0,672,0,770,1.0,5700000,NO,0.0,0.025672251358628273,0
2969,M,658379.0,60,MED,SOL,63,300.0,CASTRO,127129,91597,0,0,51,0,6105,3.0,1200000,NO,0.0,0.1861974447965622,1
2970,M,173897.0,28,UNV,CAS,41,80.0,SANTIAGO,240095,284672,0,541690,2174,0,769,1.0,2100000,NO,1.0,0.7360111474990845,1
2971,M,164108.0,47,UNV,CAS,138,1.0,ARICA,1284342,5950,0,807972,1542,20555,772,1.0,8000000,NO,1.0,0.7374104261398315,1
2972,F,16505.0,42,TEC,SOL,131,85.0,SANTIAGO,0,399391,0,582854,112,0,5589,1.0,8000000,SI,0.0,0.01632891222834587,0
2973,M,2432877.0,42,UNV,SEP,55,90.0,SANTIAGO,0,544364,0,200301,130,968,14463,1.0,2200000,NO,1.0,0.9780519604682922,1
2974,M,1207149.0,43,UNV,CAS,82,85.0,SANTIAGO,407251,104081,0,170230,505,0,72,1.0,8000000,SI,1.0,0.6174863576889038,1
2975,F,6895388.0,34,TEC,SEP,116,131.0,RANCAGUA,0,571329,0,76433,0,0,2,0.0,1200000,NO,0.0,0.002439376898109913,0
2976,M,179073.0,55,MED,CAS,27,226.0,CONCEPCION,0,137129,0,0,14,12108,17,1.0,1600000,NO,1.0,0.8190321922302246,1
2977,M,704378.0,50,UNV,VIU,31,119.0,SANTIAGO,779104,41546,0,955443,3771,0,188,3.0,1000000,NO,1.0,0.9579527974128723,1
2978,F,404648.0,54,MED,CAS,90,105.0,SANTIAGO,0,34731,0,0,0,21542,245,1.0,1300000,NO,1.0,0.7343539595603943,1
2979,M,75872.0,38,TEC,SOL,17,105.0,SANTIAGO,0,1826,0,0,0,3142,0,1.0,3900000,NO,0.0,0.041064199060201645,0
2980,F,1106917.0,39,TEC,SOL,45,115.0,SANTIAGO,1336596,59695,0,2892126,443,1647,2931,3.0,2900000,NO,0.0,0.026490885764360428,0
2981,M,663021.0,55,UNV,SOL,27,226.0,CONCEPCION,0,77769,0,63552,15,1920,11,1.0,2500000,NO,1.0,0.8108721971511841,1
2982,F,7518.0,47,MED,SOL,52,88.0,SANTIAGO,0,832911,0,0,0,0,0,0.0,4700000,SI,0.0,0.0025524767115712166,0
2983,M,805231.0,52,TEC,CAS,23,90.0,SANTIAGO,0,171648,0,355430,1636,0,357,2.0,2500000,NO,1.0,0.8288357257843018,1
2984,M,1308636.0,40,MED,CAS,84,81.0,SANTIAGO,0,598030,0,348141,1707,0,60,1.0,4800000,NO,1.0,0.6442177295684814,1
2985,M,399592.0,34,MED,CAS,121,85.0,SANTIAGO,1892700,0,0,0,85,0,0,3.0,650000,NO,0.0,0.18628720939159393,1
2986,M,35120.0,52,UNV,CAS,55,90.0,SANTIAGO,0,15936,0,0,859,2119,0,2.0,2600000,NO,1.0,0.9878687262535095,1
2987,F,344558.0,29,TEC,SOL,74,291.0,PUERTO MONTT,0,6758,0,209497,0,0,33,1.0,1600000,NO,0.0,0.0627623051404953,1
2988,M,299684.0,48,UNV,CAS,90,82.0,SANTIAGO,0,87266,0,198126,0,0,36,2.0,2600000,NO,1.0,0.914641797542572,1
2989,M,87877.0,32,EUN,SOL,41,88.0,SANTIAGO,0,197742,0,60612,0,0,0,1.0,1900000,NO,0.0,0.21786391735076904,1
2990,M,19451.0,45,UNV,SEP,16,88.0,SANTIAGO,0,319617,0,0,0,0,0,1.0,1300000,NO,1.0,0.9876924157142639,1
2991,M,512309.0,43,UNV,CAS,16,89.0,SANTIAGO,0,0,0,0,0,1927,16,1.0,1500000,NO,1.0,0.8855329155921936,1
2992,F,220703.0,33,MED,CAS,27,226.0,CONCEPCION,0,545447,0,36642,0,0,129,3.0,2000000,NO,0.0,0.11480804532766342,1
2993,M,346858.0,26,TEC,SOL,37,109.0,SANTIAGO,0,219191,0,0,0,1760,0,1.0,2100000,NO,1.0,0.5798884630203247,1
2994,M,2371.0,41,UNV,CAS,28,98.0,SANTIAGO,0,1066,0,0,0,0,1,1.0,2400000,NO,1.0,0.9353709816932678,1
2995,F,3989988.0,38,TEC,VIU,76,82.0,SANTIAGO,0,12931,0,57869,0,0,201,1.0,3500000,SI,0.0,0.00821069534868002,0
2996,M,21900.0,27,UNV,CAS,151,227.0,TALCAHUANO,0,180126,0,210373,0,7581,145,0.0,1600000,NO,0.0,0.010510130785405636,0
2997,M,441736.0,51,MED,CAS,54,89.0,SANTIAGO,0,427480,0,345520,0,25658,0,1.0,4100000,NO,1.0,0.8864222168922424,1
2998,F,13864.0,47,MED,SOL,90,105.0,SANTIAGO,0,23188,0,0,2514,6646,172,1.0,2900000,SI,0.0,0.12118405103683472,1
2999,M,9731.0,51,MED,CAS,29,89.0,SANTIAGO,0,213128,0,140936,0,0,1680,1.0,2300000,NO,1.0,0.9795397520065308,1
3000,M,365298.0,50,UNV,CAS,92,93.0,SANTIAGO,776475,14599,0,134536,45,0,336,1.0,900000,SI,1.0,0.9675131440162659,1
3001,F,4800923.0,29,TEC,SOL,13,16.0,ANTOFAGASTA,0,57143,0,660644,274,0,428,1.0,3400000,NO,0.0,0.011835318058729172,0
3002,M,,30,UNV,CAS,103,115.0,SANTIAGO,0,71383,0,96320,658,991,5,3.0,1200000,NO,1.0,0.7021429538726807,1
3003,F,,54,UNV,CAS,31,119.0,SANTIAGO,0,129317,0,892335,85,7115,3168,1.0,1900000,SI,1.0,0.8412060141563416,1
3004,F,,33,TEC,SOL,52,67.0,VINA DEL MAR,826786,0,0,11907,1414,0,212,1.0,2000000,NO,0.0,0.017835453152656555,0
3005,M,,48,MED,CAS,31,119.0,SANTIAGO,0,75018,0,175745,64,0,2335,1.0,3800000,SI,1.0,0.9789415597915649,1
3006,F,,42,TEC,SOL,67,193.0,CHILLAN,0,0,0,65546,151,16381,170,1.0,6900000,SI,0.0,0.28790953755378723,1
3007,F,,54,MED,CAS,31,119.0,SANTIAGO,212521,0,0,0,177,0,0,1.0,1400000,NO,0.0,0.35063743591308594,1
3008,F,,44,MED,CAS,36,67.0,VINA DEL MAR,0,691627,0,0,46,0,0,1.0,1100000,NO,0.0,0.16574499011039734,1
3009,F,,49,MED,SEP,90,105.0,SANTIAGO,0,7704,705474,199404,1075,0,1152,2.0,1000000,NO,0.0,0.24154804646968842,1
3010,M,,37,UNV,SOL,15,67.0,VINA DEL MAR,0,303674,0,0,1,0,0,1.0,2500000,NO,0.0,0.023597076535224915,0
3011,M,,48,MED,CAS,138,1.0,ARICA,0,0,0,22792,0,0,1581,1.0,6800000,NO,1.0,0.909308671951294,1
3012,M,,53,UNV,CAS,27,226.0,CONCEPCION,0,4367,0,0,0,0,1,1.0,1800000,NO,1.0,0.9700683951377869,1
3013,M,,55,UNV,CAS,27,226.0,CONCEPCION,464362,383262,0,71982,937,0,0,1.0,3700000,SI,1.0,0.9300331473350525,1
3014,M,,41,MED,CAS,31,119.0,SANTIAGO,0,494431,985486,1435122,2236,3365,681,2.0,8000000,NO,1.0,0.8942050933837891,1
3015,F,,40,TEC,SOL,57,84.0,SANTIAGO,0,132892,0,2554,188,0,25,1.0,1600000,NO,0.0,0.04876488074660301,1
3016,F,81800.0,44,MED,SOL,56,131.0,,0,151261,0,0,149,7002,18409,1.0,8000000,SI,0.0,0.043127890676259995,1
3017,F,800000.0,30,UNV,CAS,27,226.0,,21195,55114,0,8485,19,0,129,1.0,3500000,NO,0.0,0.22226454317569733,1
3018,M,5000000.0,43,UNV,CAS,55,90.0,,0,97271,0,674580,0,0,197,1.0,3400000,NO,1.0,0.9913852214813232,1
3019,M,1000000.0,50,UNV,CAS,138,1.0,,722639,267685,0,0,626,0,0,2.0,4000000,,1.0,0.9864213466644287,1
3020,F,76000.0,44,TEC,SOL,67,253.0,,0,118758,0,0,1,77,0,1.0,4300000,,0.0,0.04110844433307648,0
3021,F,6850000.0,37,TEC,VIU,43,70.0,,0,50894,0,156016,15,0,42,1.0,1800000,,0.0,0.007308179046958685,0
3022,F,47300.0,56,TEC,SOL,118,88.0,SANTIAGO,0,2407344,0,0,0,14143,0,0.0,8000000,,0.0,0.0012641401262953877,0
3023,F,450000.0,50,UNV,CAS,138,1.0,ARICA,0,6912,0,11805,827,0,198,2.0,900000,,1.0,0.9159224033355713,1
3024,M,951000.0,35,UNV,CAS,44,131.0,RANCAGUA,0,121439,1881765,0,0,0,1847,0.0,4600000,,0.0,0.006285075563937426,0
